customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
0716-BQNDX,Male,No,No,57,Yes,Fiber optic,Two year,93.75,5625.55,No
1265-XTECC,Female,Yes,No,68,Yes,Fiber optic,One year,96.55,6581.9,Yes
1183-CANVH,Female,Yes,No,23,Yes,DSL,One year,60,1347.15,No
1972-XMUWV,Female,Yes,No,65,Yes,DSL,Two year,59.8,3808.2,No
8679-LZBMD,Male,Yes,No,44,Yes,Fiber optic,One year,90.65,3974.15,No
3407-JMJQQ,Female,Yes,Yes,71,Yes,Fiber optic,Two year,109,7661.8,No
6252-DFGTK,Female,Yes,No,37,Yes,DSL,One year,68.1,2479.25,No
1539-LNKHM,Female,No,No,12,Yes,No,Month-to-month,20.4,266.6,No
8645-KOMJQ,Male,Yes,Yes,69,Yes,DSL,Two year,81.95,5601.4,No
0289-IVARM,Female,No,No,35,Yes,DSL,Month-to-month,60.55,1982.6,No
9761-XUJWD,Male,No,No,5,Yes,DSL,Month-to-month,65.6,339.9,No
4057-FKCZK,Male,Yes,Yes,58,Yes,Fiber optic,Two year,82.5,4828.05,No
4291-TPNFG,Male,Yes,No,72,Yes,DSL,Two year,82.3,5980.55,No
6087-YPWHO,Male,Yes,No,72,Yes,DSL,Two year,68.15,4808.7,No
3090-QFUVD,Female,No,No,1,Yes,No,Month-to-month,20.3,20.3,No
2237-ZFSMY,Female,No,No,39,Yes,Fiber optic,One year,95.55,3692.85,Yes
1722-LDZJS,Male,Yes,Yes,53,Yes,No,One year,20.2,1068.15,No
1818-ESQMW,Female,No,No,27,Yes,Fiber optic,Month-to-month,89.2,2383.6,No
4871-JTKJF,Female,No,No,1,Yes,Fiber optic,Month-to-month,69.65,69.65,Yes
1415-YFWLT,Female,No,No,1,Yes,Fiber optic,Month-to-month,89.3,89.3,Yes
7401-RUBNK,Female,Yes,No,18,Yes,Fiber optic,Month-to-month,74.8,1438.05,No
0506-YLVKJ,Male,Yes,Yes,46,Yes,No,Two year,20.2,917.45,No
8661-BOYNW,Female,Yes,No,72,Yes,DSL,Two year,84.4,6096.45,No
6711-VTNRE,Female,No,No,36,Yes,Fiber optic,Month-to-month,87.55,3078.1,Yes
4815-GBTCD,Female,Yes,No,4,No,DSL,Month-to-month,25.15,99.95,No
2805-AUFQN,Female,No,No,25,Yes,No,Two year,19.8,475.2,No
0980-PVMRC,Female,Yes,Yes,40,No,DSL,Month-to-month,50.85,2036.55,No
7233-DRTRF,Male,Yes,No,63,Yes,Fiber optic,Month-to-month,102.4,6444.05,No
3500-RMZLT,Female,No,No,15,Yes,Fiber optic,Month-to-month,96.3,1426.75,Yes
3873-NFTGI,Male,No,No,14,Yes,DSL,Month-to-month,55.5,767.55,No
1162-ECVII,Male,Yes,No,72,Yes,Fiber optic,Two year,109.75,7932.5,No
7048-GXDAY,Male,No,No,39,Yes,Fiber optic,Month-to-month,106.4,4040.65,No
8571-ZCMCX,Female,Yes,Yes,47,No,DSL,Two year,60,2768.65,No
1169-WCVAK,Male,Yes,No,19,Yes,Fiber optic,Month-to-month,88.8,1672.35,No
4548-SDBKE,Female,No,No,5,Yes,Fiber optic,Month-to-month,85.2,474.8,Yes
8066-POXGX,Female,No,No,13,No,DSL,Month-to-month,35.1,446.1,Yes
7129-CAKJW,Female,No,No,17,Yes,Fiber optic,Month-to-month,80.05,1345.65,No
8695-ARGXZ,Male,Yes,No,34,Yes,Fiber optic,Month-to-month,75.55,2425.4,No
3570-YUEKJ,Female,No,No,42,Yes,DSL,Month-to-month,49.55,2077.95,No
4143-OOBWZ,Male,Yes,No,5,Yes,Fiber optic,Month-to-month,81.3,416.3,Yes
1555-HAPSU,Female,Yes,Yes,71,Yes,No,Two year,23.9,1663.5,No
1697-NVVGY,Male,Yes,No,19,Yes,DSL,Month-to-month,66.4,1286.05,No
7854-EKTJL,Female,No,Yes,2,Yes,No,Month-to-month,19.6,35.85,Yes
8464-EETCQ,Male,No,No,57,Yes,No,Two year,18.8,1094.35,No
2419-FSORS,Male,Yes,No,72,Yes,Fiber optic,Two year,108.4,7719.5,No
8132-YPVBX,Female,No,No,6,Yes,Fiber optic,Month-to-month,85.95,514.6,No
9102-IAYHT,Female,Yes,Yes,17,Yes,Fiber optic,Month-to-month,85.45,1451.6,Yes
6754-LZUKA,Male,Yes,No,61,Yes,DSL,Two year,80.9,4932.5,No
3422-LYEPQ,Male,Yes,Yes,1,Yes,Fiber optic,Month-to-month,71,71,Yes
8099-MZPUJ,Male,Yes,Yes,48,Yes,Fiber optic,Two year,111.8,5443.65,No
0787-LHDYT,Male,No,No,16,Yes,No,Month-to-month,20.6,330.25,No
2642-DTVCO,Male,No,No,9,Yes,Fiber optic,Month-to-month,85.05,746.5,Yes
0374-IOEGQ,Female,No,No,3,Yes,DSL,Month-to-month,44.6,122.7,No
4361-JEIVL,Male,No,Yes,1,Yes,DSL,Month-to-month,44.4,44.4,Yes
3197-NNYNB,Male,No,No,65,Yes,Fiber optic,Two year,105.1,6631.85,No
3396-DKDEL,Female,Yes,Yes,70,Yes,Fiber optic,Two year,115.15,8250,No
1752-OZXFY,Male,Yes,No,60,Yes,DSL,One year,59.8,3561.15,No
9066-QRSDU,Female,Yes,No,69,Yes,No,One year,26.3,1763.55,No
9112-WSNPU,Female,No,No,35,Yes,Fiber optic,Month-to-month,70.55,2419,No
9867-NNXLC,Female,No,No,22,Yes,No,Month-to-month,20.05,470.2,No
5321-NTRKC,Male,Yes,Yes,66,Yes,DSL,Two year,79.85,5234.95,No
1363-TXLSL,Male,Yes,No,1,Yes,Fiber optic,Month-to-month,70.3,70.3,Yes
9507-EXLTT,Female,Yes,No,1,Yes,Fiber optic,Month-to-month,79.35,79.35,Yes
3161-GETRM,Male,Yes,Yes,34,Yes,Fiber optic,Month-to-month,90.05,3097,No
0402-OAMEN,Female,Yes,Yes,72,Yes,No,Two year,24.45,1709.1,No
6933-VLYFX,Male,Yes,Yes,31,No,DSL,One year,59.95,1848.8,No
6754-WKSHP,Male,No,Yes,30,Yes,No,One year,25.35,723.3,No
9846-GKXAS,Female,No,No,9,Yes,Fiber optic,Month-to-month,90.8,809.75,Yes
6017-PPLPX,Male,Yes,Yes,20,Yes,Fiber optic,Month-to-month,70.45,1470.95,Yes
4976-LNFVV,Male,Yes,No,19,No,DSL,Month-to-month,34.3,577.15,No
5055-MGMGF,Female,Yes,No,65,Yes,Fiber optic,Month-to-month,105.05,6914.95,No
4641-FROLU,Female,Yes,Yes,30,Yes,No,Two year,19.3,602.9,No
2862-JVEOY,Male,No,No,6,Yes,No,One year,19.15,124.4,No
2969-QWUBZ,Female,No,No,2,No,DSL,Month-to-month,51.4,96.8,No
9822-BIIGN,Male,Yes,Yes,53,Yes,DSL,Month-to-month,71.85,3827.9,No
2077-MPJQO,Male,Yes,No,7,Yes,Fiber optic,Month-to-month,75.4,533.05,No
1534-OULXE,Female,Yes,Yes,61,Yes,DSL,One year,49.7,2961.4,No
7136-RVDTZ,Male,No,No,70,No,DSL,One year,45.25,3264.45,Yes
2971-SGAFL,Female,No,No,13,Yes,DSL,Month-to-month,78.75,995.35,No
1480-IVEVR,Male,Yes,No,35,Yes,Fiber optic,One year,81.6,2815.25,No
2905-KFQUV,Female,Yes,No,2,Yes,Fiber optic,Month-to-month,70.4,154.8,No
4581-SSPWD,Female,No,No,3,Yes,Fiber optic,Month-to-month,75.8,246.3,Yes
3370-HXOPH,Female,No,No,3,Yes,Fiber optic,Month-to-month,76.1,257.6,No
9391-YZEJW,Female,No,No,62,Yes,Fiber optic,One year,94,5757.2,No
9958-MEKUC,Male,Yes,Yes,72,Yes,Fiber optic,Two year,103.95,7517.7,No
0281-CNTZX,Male,Yes,No,63,Yes,No,Two year,19.95,1234.8,No
6927-WTFIV,Male,No,No,20,Yes,Fiber optic,Month-to-month,71.3,1389.2,Yes
4118-CEVPF,Female,No,No,35,Yes,Fiber optic,One year,110.8,3836.3,No
3398-ZOUAA,Male,Yes,No,21,Yes,Fiber optic,Month-to-month,69.1,1474.75,Yes
9114-VEPUF,Male,Yes,No,62,Yes,Fiber optic,One year,96.1,6001.45,No
7876-BEUTG,Female,No,No,15,Yes,DSL,Month-to-month,48.8,720.1,No
2338-BQEZT,Female,No,No,55,Yes,DSL,Month-to-month,50.55,2832.75,No
9873-MNDKV,Female,No,No,11,Yes,DSL,Month-to-month,44.65,472.25,No
0378-NHQXU,Female,Yes,Yes,17,Yes,Fiber optic,Month-to-month,88.25,1460.65,Yes
8241-JUIQO,Female,No,No,61,Yes,No,One year,19.45,1336.35,No
2194-IIQOF,Female,Yes,No,71,Yes,DSL,Two year,89.3,6388.65,No
4512-ZUIYL,Female,No,No,2,Yes,Fiber optic,Month-to-month,70,153.05,Yes
9631-RXVJM,Male,No,No,35,Yes,No,Two year,19.25,677.9,No
9584-EXCDZ,Female,No,No,17,Yes,Fiber optic,Month-to-month,70.5,1165.6,No
7969-AULMZ,Female,No,No,21,Yes,Fiber optic,Month-to-month,97.35,2119.5,Yes
5093-FEGLU,Female,Yes,No,47,Yes,No,Two year,19.65,921.55,No
2621-UDNLU,Female,Yes,No,3,Yes,No,Month-to-month,20.85,72,No
7526-IVLYU,Male,No,No,3,Yes,No,Month-to-month,19.65,68.35,No
2428-HYUNX,Male,Yes,No,44,Yes,No,Two year,19.35,847.25,No
9214-EKVXR,Female,No,No,1,Yes,DSL,Month-to-month,44,44,No
3410-MHHUM,Female,Yes,Yes,44,Yes,Fiber optic,One year,94.4,4295.35,No
0568-ONFPC,Male,Yes,Yes,5,Yes,No,Month-to-month,25.9,135,Yes
0733-VUNUW,Male,No,No,24,Yes,DSL,Month-to-month,55.65,1400.55,Yes
4550-EVXNY,Female,No,Yes,1,Yes,Fiber optic,Month-to-month,69.65,69.65,Yes
2122-YWVYA,Female,No,No,18,Yes,Fiber optic,Month-to-month,75.4,1380.4,No
2968-SSGAA,Female,No,No,10,Yes,Fiber optic,Month-to-month,100.6,1060.2,Yes
2296-DKZFP,Female,Yes,No,65,Yes,DSL,Two year,71,4386.2,No
4844-JJWUY,Female,No,No,1,Yes,Fiber optic,Month-to-month,86,86,Yes
6777-TGHTM,Female,No,No,53,Yes,Fiber optic,One year,106.95,5785.5,Yes
8909-BOLNL,Male,No,No,3,Yes,No,One year,21.2,52.05,No
6603-YRDCJ,Male,Yes,No,33,Yes,DSL,Two year,61.05,2018.4,No
3538-WZPHD,Male,No,No,3,No,DSL,Month-to-month,29.6,79.45,Yes
3229-USWAR,Female,No,No,34,Yes,DSL,One year,79.95,2727.3,No
2138-VFAPZ,Female,Yes,Yes,14,Yes,No,Two year,19.7,263.65,No
6131-JLWZM,Female,No,No,13,Yes,No,Month-to-month,20.3,275.4,No
4785-QRJHC,Male,Yes,No,46,No,DSL,One year,59.9,2816.65,Yes
0269-XFESX,Male,Yes,Yes,23,Yes,No,One year,24.35,538.5,No
1709-EJDOX,Female,Yes,Yes,47,Yes,No,Two year,19.75,948.9,No
4316-XCSLJ,Male,No,Yes,17,Yes,DSL,Month-to-month,50.3,846.8,No
8610-WFCJF,Female,Yes,Yes,49,Yes,Fiber optic,Month-to-month,95.6,4783.5,Yes
9693-XMUOB,Male,Yes,No,59,No,DSL,Month-to-month,50.25,2997.45,No
0383-CLDDA,Female,No,No,69,Yes,DSL,Two year,85.35,5897.4,No
4905-JEFDW,Male,No,No,11,No,DSL,One year,41.6,470.6,Yes
2709-UQGNP,Male,No,No,10,Yes,DSL,Month-to-month,51.65,524.5,No
3549-ZTMNH,Male,Yes,Yes,12,Yes,No,Two year,24,269.65,No
7881-INRLC,Male,No,No,45,Yes,Fiber optic,Month-to-month,100.85,4740,Yes
8033-ATFAS,Female,Yes,Yes,39,Yes,DSL,Month-to-month,59.85,2341.5,No
1635-NZATJ,Male,Yes,No,71,Yes,No,Two year,25.45,1789.65,No
0562-HKHML,Male,Yes,Yes,71,Yes,No,Two year,23.9,1626.4,No
8277-RVRSV,Female,Yes,Yes,33,Yes,No,One year,24.15,800.3,No
9943-VSZUV,Male,No,No,67,Yes,Fiber optic,Month-to-month,75.7,5060.85,No
0117-LFRMW,Male,Yes,Yes,37,No,DSL,Month-to-month,40.2,1448.8,Yes
6172-FECYY,Male,Yes,Yes,49,Yes,Fiber optic,Month-to-month,84.5,4254.85,Yes
7054-ENNGU,Female,Yes,No,9,Yes,DSL,Month-to-month,50.85,466.6,No
1455-HFBXA,Male,Yes,No,52,Yes,Fiber optic,Two year,91.6,4627.8,No
9402-CXWPL,Female,No,No,70,Yes,Fiber optic,One year,98.9,6838.6,No
1628-BIZYP,Male,No,No,1,Yes,Fiber optic,Month-to-month,85,85,No
1965-AKTSX,Female,No,No,14,Yes,Fiber optic,Month-to-month,78.95,1101.85,Yes
0082-LDZUE,Male,No,No,1,Yes,DSL,Month-to-month,44.3,44.3,No
4786-UKSNZ,Male,No,No,1,Yes,No,Month-to-month,20.2,20.2,Yes
5343-SGUBI,Female,No,No,52,Yes,Fiber optic,One year,80.2,4297.6,No
0856-NAOES,Male,No,No,6,Yes,DSL,Month-to-month,60.9,414.1,No
1976-AZZPJ,Male,Yes,No,7,No,DSL,Month-to-month,34.2,256.6,No
7248-VZQLC,Female,No,No,47,Yes,Fiber optic,Month-to-month,85.2,3969.35,Yes
6156-UZDLF,Female,No,No,26,Yes,Fiber optic,One year,87.15,2274.1,No
3099-OONVS,Male,Yes,Yes,25,Yes,DSL,Month-to-month,54.3,1296.8,No
9500-WBGRP,Male,No,No,69,Yes,No,Two year,19.1,1268.85,No
5183-KLYEM,Female,No,No,72,Yes,Fiber optic,Two year,112.75,8192.6,No
5144-PQCDZ,Male,No,No,4,Yes,No,Month-to-month,19.95,59.25,No
8514-VZHEB,Male,Yes,Yes,59,Yes,No,Two year,19.5,1147.85,No
6625-IUTTT,Male,No,No,67,Yes,DSL,Two year,65.55,4361.55,No
9355-NPPFS,Female,No,No,26,Yes,Fiber optic,Month-to-month,78.8,2006.1,No
0068-FIGTF,Female,No,No,27,Yes,DSL,One year,78.2,2078.95,No
5965-GGPRW,Male,Yes,Yes,72,Yes,Fiber optic,Two year,105.25,7609.75,No
8035-PWSEV,Female,No,No,6,Yes,Fiber optic,Month-to-month,89.25,487.05,No
2236-HILPA,Male,Yes,Yes,62,Yes,No,Two year,20.65,1218.45,No
1840-BIUOG,Male,No,No,20,Yes,DSL,One year,68.7,1416.2,No
1356-MKYSK,Male,No,No,6,Yes,DSL,Month-to-month,78.65,483.3,No
6080-LNESI,Male,No,No,51,Yes,No,Two year,24.75,1234.6,No
1830-IPXVJ,Female,Yes,Yes,61,Yes,No,Two year,19.75,1311.6,No
5828-DWPIL,Male,Yes,No,62,Yes,Fiber optic,Month-to-month,89.1,5618.3,No
8398-TBIYD,Female,No,No,72,Yes,Fiber optic,Two year,84.7,6185.15,No
0011-IGKFF,Male,Yes,No,13,Yes,Fiber optic,Month-to-month,98,1237.85,Yes
4192-GORJT,Male,Yes,No,5,Yes,Fiber optic,Month-to-month,94.45,498.1,Yes
6496-SLWHQ,Male,No,No,3,Yes,Fiber optic,Month-to-month,105,294.45,Yes
9912-GVSEQ,Female,Yes,No,26,Yes,Fiber optic,Month-to-month,93.85,2381.55,Yes
2931-FSOHN,Male,No,No,13,Yes,DSL,Month-to-month,59.9,788.35,No
9418-RUKPH,Female,Yes,Yes,38,Yes,No,Two year,19.95,756.4,No
5383-MMTWC,Female,Yes,No,8,Yes,Fiber optic,Month-to-month,84,613.4,Yes
9971-ZWPBF,Male,Yes,Yes,34,Yes,Fiber optic,Month-to-month,108.9,3625.2,No
4712-AUQZO,Male,No,No,18,No,DSL,Month-to-month,33.6,550.35,No
9711-FJTBX,Male,Yes,Yes,56,Yes,Fiber optic,One year,85.85,4793.8,No
2908-ZTPNF,Female,No,No,36,No,DSL,Month-to-month,34.85,1267.2,No
7240-ETPTR,Female,Yes,No,9,No,DSL,Month-to-month,48.75,442.2,Yes
2202-CUYXZ,Male,No,No,1,Yes,Fiber optic,Month-to-month,84.85,84.85,Yes
5995-OIGLP,Male,No,No,12,Yes,DSL,Month-to-month,56.65,654.85,Yes
8421-WZOOW,Female,Yes,Yes,57,Yes,Fiber optic,Month-to-month,95.3,5567.45,No
6261-RCVNS,Female,No,No,42,Yes,DSL,One year,73.9,3160.55,Yes
7951-QKZPL,Female,Yes,Yes,33,Yes,No,Two year,24.5,740.3,Yes
1414-YADCW,Male,Yes,No,70,Yes,Fiber optic,Two year,84.6,5706.2,No
8756-RDDLT,Female,No,No,68,No,DSL,Month-to-month,44.95,3085.35,No
2862-PFNIK,Male,No,Yes,1,No,DSL,Month-to-month,24.7,24.7,No
5816-QVHRX,Female,No,No,37,Yes,Fiber optic,Month-to-month,100.3,3541.4,No
4430-YHXGG,Female,No,Yes,4,Yes,No,Month-to-month,25.45,84.2,No
6888-SBYAI,Male,No,No,1,Yes,DSL,Month-to-month,50.7,50.7,No
7395-XWZOY,Male,No,No,20,No,DSL,Month-to-month,55,1165.55,No
7169-YWAMK,Male,Yes,Yes,72,Yes,DSL,Two year,68.4,4855.35,No
3640-PHQXK,Female,No,No,31,Yes,Fiber optic,Month-to-month,89.9,2806.9,Yes
6877-LGWXO,Male,Yes,No,18,Yes,Fiber optic,Month-to-month,78.55,1422.65,Yes
6859-RKMZJ,Male,Yes,No,11,Yes,DSL,Month-to-month,55.05,608.15,No
2729-VNVAP,Female,Yes,Yes,33,Yes,No,Two year,19.8,641.35,No
2957-JIRMN,Female,No,No,62,Yes,Fiber optic,One year,84.45,4959.15,No
2049-BAFNW,Female,No,No,1,No,DSL,Month-to-month,35.9,35.9,No
3842-QTGDL,Male,Yes,No,16,Yes,Fiber optic,Month-to-month,80.75,1321.3,No
7163-OCEQI,Male,Yes,Yes,22,Yes,DSL,One year,78.65,1663.75,No
9782-LGXMC,Female,Yes,Yes,49,Yes,DSL,Month-to-month,61.75,3024.15,No
5975-BAICR,Male,Yes,Yes,36,Yes,DSL,One year,63.7,2188.5,No
8019-ENHXU,Male,Yes,No,42,Yes,Fiber optic,Month-to-month,99.45,4138.05,Yes
5167-GBFRE,Male,No,No,4,No,DSL,Month-to-month,25.2,102.5,Yes
9033-EOXWV,Female,No,No,12,Yes,DSL,One year,74.05,872.65,Yes
4673-KKSLS,Female,No,No,31,Yes,Fiber optic,Month-to-month,87.6,2724.25,No
4853-OITSN,Male,Yes,No,5,Yes,Fiber optic,Month-to-month,89.15,413.25,No
9800-OUIGR,Male,Yes,Yes,66,Yes,No,Two year,20,1374.2,No
1324-NLTJE,Female,No,No,15,Yes,DSL,Month-to-month,55,757.1,Yes
2324-EFHVG,Male,No,No,64,Yes,Fiber optic,Two year,104.4,6692.65,No
7094-MSZAO,Male,Yes,Yes,10,Yes,No,Month-to-month,20.05,218.5,No
1522-VVDMG,Male,Yes,Yes,7,Yes,Fiber optic,Month-to-month,89.75,608.8,Yes
6907-CQGPN,Male,No,No,29,No,DSL,Month-to-month,34.3,1004.75,No
0780-XNZFN,Male,No,No,57,Yes,No,Two year,20.65,1125.6,No
0239-OXEXL,Female,No,No,46,Yes,Fiber optic,Month-to-month,84.25,3847.6,No
2675-IJRGJ,Male,No,No,53,Yes,No,Two year,19.65,978,No
7049-GKVZY,Female,No,No,17,Yes,DSL,One year,79.85,1387.35,No
8577-QSOCG,Female,Yes,Yes,38,Yes,No,Two year,20.2,746.05,No
3721-CNZHX,Male,No,No,15,Yes,No,One year,19.8,304.6,No
0212-ISBBF,Female,No,No,22,No,DSL,Month-to-month,50.35,1098.85,No
9185-TQCVP,Male,Yes,No,14,Yes,Fiber optic,Month-to-month,85.15,1139.2,Yes
3585-YNADK,Female,Yes,No,57,Yes,DSL,One year,74.6,4368.95,No
5271-DBYSJ,Male,No,No,11,Yes,Fiber optic,Month-to-month,79.15,827.7,No
1099-GODLO,Female,Yes,Yes,1,Yes,No,Two year,20.35,20.35,No
6828-HMKWP,Male,Yes,Yes,12,Yes,No,Two year,21.05,262.05,No
5567-WSELE,Male,Yes,No,3,Yes,Fiber optic,Month-to-month,94.6,279.55,Yes
1472-TNCWL,Male,No,Yes,36,Yes,Fiber optic,Month-to-month,94.7,3512.5,No
8063-RJYNF,Male,No,No,16,Yes,Fiber optic,Month-to-month,94.25,1483.25,Yes
0687-ZVTHB,Male,Yes,Yes,65,Yes,DSL,One year,72.45,4653.85,Yes
2080-GKCWQ,Male,No,No,2,Yes,Fiber optic,Month-to-month,74.95,151.75,No
9661-ACXBS,Female,No,No,42,Yes,Fiber optic,Month-to-month,105.2,4400.75,Yes
2193-SFWQW,Male,Yes,Yes,72,Yes,Fiber optic,Two year,111.95,8033.1,No
5656-JAMLX,Male,No,No,62,Yes,No,Two year,19.85,1253.65,No
3462-BJQQA,Female,No,No,6,Yes,Fiber optic,Month-to-month,89.75,552.65,No
0442-TDYUO,Male,Yes,No,48,Yes,No,Two year,20.05,1036,No
6733-LRIZX,Male,No,No,35,Yes,Fiber optic,Two year,108.95,4025.5,No
9503-XJUME,Male,No,Yes,52,Yes,No,One year,19.65,928.4,No
4367-NHWMM,Female,No,No,1,No,DSL,Month-to-month,24.9,24.9,No
3727-RJMEO,Male,Yes,No,6,Yes,Fiber optic,Month-to-month,82.85,460.25,Yes
3779-OSWCF,Female,Yes,No,71,Yes,DSL,Two year,93.2,6506.15,No
6736-DHUQI,Female,Yes,Yes,67,Yes,Fiber optic,One year,84.8,5598.3,No
3915-ODIYG,Male,No,No,60,Yes,DSL,One year,71.75,4374.55,No
1360-RCYRT,Male,Yes,Yes,23,No,DSL,Month-to-month,30.35,678.75,No
2724-FJDYW,Male,No,Yes,39,No,DSL,One year,54.85,2191.7,No
4451-RWASJ,Male,Yes,Yes,15,Yes,No,One year,19.5,239.75,No
6646-VRFOL,Male,Yes,No,53,Yes,Fiber optic,Month-to-month,103.85,5485.5,Yes
3460-TJBWI,Male,Yes,Yes,24,Yes,No,Two year,24.2,609.05,No
5917-HBSDW,Female,Yes,Yes,37,Yes,No,Month-to-month,19.35,683.75,No
5685-IIXLY,Female,Yes,Yes,5,Yes,Fiber optic,Month-to-month,83.6,404.2,Yes
5671-UUNXD,Female,Yes,No,50,Yes,Fiber optic,One year,100.65,5189.75,No
0956-ACVZC,Female,No,No,54,Yes,Fiber optic,One year,94.1,5060.9,No
2325-NBPZG,Female,No,No,3,Yes,Fiber optic,Month-to-month,74.55,233.65,No
4250-ZBWLV,Male,No,No,68,Yes,Fiber optic,One year,108.45,7176.55,Yes
4482-FTFFX,Male,No,No,5,Yes,DSL,Month-to-month,56.15,291.45,No
8859-DZTGQ,Male,No,No,33,Yes,No,Two year,20.35,689.75,No
0440-MOGPM,Female,No,No,41,Yes,DSL,One year,80.55,3263.9,No
0020-JDNXP,Female,Yes,Yes,34,No,DSL,One year,61.25,1993.2,No
3752-CQSJI,Female,Yes,Yes,13,Yes,No,Month-to-month,20.45,254.5,No
5025-GOOKI,Female,No,No,20,Yes,No,Month-to-month,18.9,347.65,No
4698-KVLLG,Female,No,No,51,Yes,No,Two year,19.6,967.9,No
5095-AESKG,Female,Yes,No,3,Yes,Fiber optic,Month-to-month,91.5,242.95,Yes
2887-JPYLU,Female,No,Yes,41,Yes,DSL,Month-to-month,45.2,1841.9,No
4770-QAZXN,Female,No,No,13,Yes,No,Month-to-month,19.45,232.1,No
4896-CPRPF,Male,Yes,Yes,35,Yes,No,Two year,25.45,809.25,No
1871-MOWRM,Male,Yes,No,12,Yes,Fiber optic,Month-to-month,80.85,866.45,Yes
9714-EDSUC,Male,No,No,4,Yes,Fiber optic,Month-to-month,94.9,360.55,No
2027-OAQQC,Female,No,No,43,No,DSL,Month-to-month,49.05,2076.2,Yes
0282-NVSJS,Female,Yes,Yes,12,No,DSL,Month-to-month,29.3,355.9,No
9090-SGQXL,Male,Yes,No,68,Yes,Fiber optic,Month-to-month,105.3,7299.65,Yes
6595-YGXIT,Male,No,No,25,Yes,Fiber optic,Month-to-month,88.95,2291.2,Yes
7353-YOWFP,Female,No,No,7,Yes,No,One year,20.25,129.15,No
9835-ZIITK,Male,Yes,No,66,Yes,Fiber optic,One year,110.85,7491.75,Yes
8008-ESFLK,Female,Yes,No,53,Yes,Fiber optic,One year,110.5,5835.5,No
7537-CBQUZ,Male,No,No,63,Yes,Fiber optic,Month-to-month,109.4,7031.45,No
1555-DJEQW,Female,Yes,Yes,70,Yes,Fiber optic,Two year,114.2,7723.9,Yes
5649-TJHOV,Male,Yes,No,27,No,DSL,Month-to-month,36.5,1032,Yes
0519-XUZJU,Female,No,No,1,Yes,Fiber optic,Month-to-month,70.75,70.75,Yes
3363-EWLGO,Female,No,No,5,Yes,No,Month-to-month,19.95,109.6,No
4750-UKWJK,Female,Yes,No,37,Yes,No,One year,19.6,727.8,No
6338-AVWCY,Male,No,No,3,No,DSL,Month-to-month,40.15,130.75,Yes
1689-YQBYY,Female,No,Yes,12,Yes,Fiber optic,Month-to-month,76.6,893,No
4487-ZYJZK,Female,Yes,Yes,38,Yes,No,One year,19.6,763.1,No
2959-FENLU,Female,No,No,9,Yes,Fiber optic,Month-to-month,85.3,781.4,No
0708-LGSMF,Male,Yes,No,13,Yes,DSL,Month-to-month,65.85,902.25,No
9253-QXKBE,Male,Yes,No,29,Yes,Fiber optic,Month-to-month,94.45,2653.65,Yes
7634-HLQJR,Female,Yes,Yes,47,Yes,No,Two year,20.05,1016.7,No
0487-RPVUM,Male,Yes,No,61,Yes,Fiber optic,Month-to-month,99.4,5943.65,No
4079-ULGFR,Male,No,No,16,Yes,No,Month-to-month,20,275.7,No
2516-XSJKX,Female,Yes,Yes,41,Yes,DSL,Two year,78.45,3126.45,No
0057-QBUQH,Female,No,Yes,43,Yes,No,Two year,25.1,1070.15,No
9445-SZLCH,Female,Yes,Yes,36,Yes,Fiber optic,Month-to-month,97.35,3457.9,Yes
6599-SFQVE,Female,No,No,6,Yes,DSL,Month-to-month,55,340.4,No
8331-ZXFOE,Female,No,No,58,Yes,DSL,One year,71.1,4299.2,No
4003-FUSHP,Male,No,No,19,Yes,DSL,Month-to-month,61.55,1093.2,No
0356-ERHVT,Male,Yes,No,11,Yes,DSL,Month-to-month,45.9,521.9,No
7325-ENZFI,Female,No,No,39,No,DSL,One year,40.3,1630.4,No
4884-ZTHVF,Female,No,No,8,Yes,Fiber optic,Month-to-month,87.1,713.6,No
3920-HIHMQ,Female,No,Yes,26,Yes,DSL,Month-to-month,49.5,1265.65,No
3055-OYMSE,Female,No,No,53,Yes,Fiber optic,Month-to-month,73.8,4003.85,No
0613-WUXUM,Female,Yes,Yes,70,Yes,No,Two year,19.2,1401.4,No
7568-PODML,Male,No,No,1,No,DSL,Month-to-month,45.3,45.3,Yes
4458-KVRBJ,Male,No,No,59,Yes,No,Two year,25,1510.5,No
5349-IECLD,Male,No,No,2,Yes,Fiber optic,Month-to-month,94.95,178.1,Yes
1397-XKKWR,Male,No,No,7,No,DSL,One year,35.3,264.8,No
3945-GFWQL,Female,No,Yes,12,Yes,DSL,Month-to-month,44.55,480.6,Yes
8097-OMULG,Male,Yes,Yes,59,Yes,DSL,One year,76.75,4541.9,No
6013-BHCAW,Male,Yes,Yes,61,Yes,DSL,Two year,81,4976.15,No
0401-WDBXM,Male,Yes,Yes,72,Yes,Fiber optic,Two year,105.55,7542.25,No
3387-PLKUI,Female,Yes,Yes,13,Yes,No,Month-to-month,18.8,251.25,No
6096-EGVTU,Female,Yes,Yes,64,Yes,No,One year,24.9,1595.5,No
3797-VTIDR,Male,Yes,No,1,No,DSL,Month-to-month,23.45,23.45,Yes
5081-NWSUP,Female,No,No,10,Yes,DSL,One year,64.9,685.55,No
2580-ATZSQ,Female,Yes,Yes,65,Yes,DSL,One year,61.35,3874.1,No
